INVOICE_ID,CUSTOMER_NAME,PRODUCT,PRICE,QUANTITY,DATE
INV1401,Brian Mendoza,Phone,1167.17,3,16-01-2024
INV7319,Robert Medina,Laptop,1198.86,5,
INV2702,Andrew Stephens,Tablet,1827.08,1,27-02-2024
INV6526,Amber Graham,Tablet,477.39,2,10-01-2024
INV1448,Jerry Morgan,Headphones,1155.3,3,15-01-2024
INV8515,Jamie Chung,Tablet,420.64,5,12-03-2024
INV8564,Kelly Hicks,Laptop,1074.774037,3,12-03-2024
INV5487,Paul Davis,Laptop,663.34,3,
INV4555,Erica Solis,Tablet,793.28,3,
INV8424,Shawn Barnes Phd,Phone,1944.86,4,13-01-2024
INV5347,Amy Robinson,Tablet,1521.52,2,02-11-2024
INV7155,Matthew Mcmahon,Laptop,981.08,5,
INV1263,Katie Allen,Headphones,268.14,2,
INV4753,Robin Savage,Headphones,1365.54,3,
INV7705,Gabriella Mitchell,Phone,1856.88,1,29-03-2024
INV1292,Amanda Ortiz,Phone,1148.12,5,02-01-2024
INV4150,Sara Vazquez,Tablet,116.4,4,18-01-2024
INV1782,Gerald Gutierrez,Headphones,1508.08,4,
INV7585,Nicholas Poole,Phone,403.79,5,17-01-2024
INV1749,Kenneth Brock,Tablet,449.43,4,29-02-2024
INV8488,Betty Booth,Headphones,960.04,2,07-03-2024
INV4271,Jeffrey Morse,Tablet,1423.74,5,
INV8650,Ashley Park Dds,Tablet,409.48,5,
INV7418,Thomas Wilson,Laptop,1187.26,5,
INV9359,Jamie Hernandez,Laptop,1451.56,2,17-03-2024
INV9239,Cheryl Cruz,Headphones,1795.23,1,
